Date,Close,Volume,HL_Range,MA7,MA30
2018-02-12,404.40472412109375,11877059,7.133958560273413,398.2457536969866,411.4488830566406
2018-02-14,412.4221496582031,22247829,9.497240474435046,400.09471348353793,411.80079447428386
2018-02-15,413.3056335449219,13363743,7.774480070642767,402.2087184361049,412.1615407307943
2018-02-16,406.9667663574219,9628162,10.822424799685564,404.0513654436384,412.2572479248047
2018-02-19,409.4846496582031,8941900,8.149940694595045,406.1085641043527,412.35590108235675
2018-02-20,406.8783874511719,8458450,4.748590524033375,407.15293666294644,412.32424112955727
2018-02-21,410.52276611328125,11917390,4.571904108843512,409.1407252720424,412.3360219319662
2018-02-22,408.31402587890625,11196908,4.8590495431955105,409.6991969517299,412.091596476237
2018-02-23,412.68719482421875,10610664,6.736412242708241,409.737060546875,411.9723297119141
2018-02-26,414.6529541015625,8435611,3.6663812670074662,409.9295349121094,411.98631896972654
2018-02-27,419.8653259277344,14021366,7.708192764391072,411.7721862792969,412.00840454101564
2018-02-28,421.65435791015625,56650480,6.1400630969396275,413.5107160295759,412.0879170735677
2018-03-01,418.937744140625,8956590,6.162149651430809,415.23348127092635,412.4626536051432
2018-03-05,408.2036437988281,12325694,12.611414874349634,414.9021780831473,412.4567626953125
2018-03-06,402.3507080078125,16019726,13.737826695122749,414.05027553013394,412.326454671224
2018-03-07,393.0301818847656,15853546,9.364696187916877,411.2421308244978,411.71465759277345
2018-03-08,402.6157531738281,13283967,9.364696557375169,409.5225306919643,410.83046061197916
2018-03-09,403.34454345703125,10638527,3.666380418003939,407.1624189104353,409.79754536946615
2018-03-12,410.9423522949219,8315150,6.868927837233912,405.6321323939732,409.26673177083336
2018-03-13,411.6270446777344,11148731,6.471351761971448,404.5877467564174,408.76536661783854
2018-03-14,410.39019775390625,14724464,5.67622903941907,404.90011160714283,408.24338785807294
2018-03-15,402.7703552246094,12711836,8.5916597926269,404.9600612095424,407.67502746582034
2018-03-16,397.58001708984375,30814962,10.446935520681564,405.6100376674107,406.7731608072917
